0.000000	0.000000	0.000000	
-0.984945	0.032971	-0.629779	
0.619431	0.146544	-0.067341	
-0.285875	0.835209	0.687824	
0.440276	-0.578861	0.701587	
0.422711	-0.001720	-0.422221	
-0.960485	-0.833818	-0.303528	
-0.644385	-0.637611	0.934006	
-0.106027	-0.846501	-1.055743	
-0.976690	-0.267717	0.024878	
0.141352	0.194841	0.207063	
-0.672782	0.384225	-0.080842	
-0.298906	-0.884989	0.221149	
0.558433	0.624972	0.077840	
-0.417031	0.703840	0.407963	
0.906861	0.856941	0.095266	
-0.713369	-0.095181	-0.538117	
0.709338	-0.539489	0.550320	
0.732505	0.907749	0.920206	
0.226044	-0.172417	-0.435151	
-0.482039	0.766457	-0.985375	
-0.253483	-0.813426	0.361992	
-0.877556	-0.970716	0.814317	
-0.432663	-0.486533	0.111946	
0.379188	0.685811	0.464687	
-0.046276	-0.578614	0.498218	
-0.064368	-0.083931	0.898072	
0.479041	-0.762736	0.203577	
-0.229969	0.478140	0.225013	
0.140237	-0.312954	-0.721396	
-0.547981	-0.155423	0.594908	
0.025655	0.917555	0.418163	
-0.279697	-0.684308	0.250708	
0.018961	-0.888645	0.365864	
0.049167	-0.719939	0.900310	
-0.753989	0.748519	0.342560	
-0.398446	-0.105535	-0.844814	
0.923769	0.358152	-0.666955	
0.746832	0.660817	0.195100	
-0.629195	-0.646768	0.652531	
-0.059510	-0.653765	0.060004	
0.453078	-0.247371	-0.492315	
0.137216	0.419801	0.554358	
0.443214	-0.032108	-0.739158	
-0.347773	0.740608	-0.954573	
0.041437	0.289161	-0.181994	
-0.852524	0.831861	0.783926	
0.095560	-0.261269	-0.017235	
-0.290629	0.740114	-0.347198	
-0.098083	-0.449300	0.967271	
-0.408812	0.446130	0.111311	
-0.573615	0.587657	0.733880	
-0.200071	-0.047264	0.751635	
-0.929949	1.034071	0.151030	
-0.889801	-0.005395	-0.628365	
0.686155	0.246502	0.309502	
-0.599020	0.674818	-0.749511	
